ID,Gender,Age,Major,Sleep,Study,Social_Hours,Attendance,Attendance_Grade,P_CGPA,F_CGPA,CGPA_Diff,Trend,Efficiency,Top_15
ID03549,Male,24,Computer Science,4.6,4.0,5,100.0,Excellent,2.89,3.26,0.36999999999999966,Other,0.82,False
ID03550,Female,20,Engineering,7.3,5.5,8,100.0,Excellent,2.74,3.08,0.33999999999999986,Other,0.56,False
ID03551,Female,22,Psychology,8.6,4.9,12,100.0,Excellent,3.09,3.58,0.4900000000000002,Other,0.73,False
ID03552,Male,18,Business,6.1,10.7,2,73.4,Danger,2.55,2.89,0.3400000000000003,Other,0.27,False
ID03553,Female,22,Mathematics,6.8,4.4,7,74.6,Danger,2.91,3.05,0.13999999999999968,Other,0.69,False
ID03554,Male,21,Psychology,4.2,8.5,2,82.6,Normal,3.08,3.48,0.3999999999999999,Other,0.41,False
ID03555,Male,20,Engineering,7.1,1.9,6,100.0,Excellent,3.42,3.65,0.22999999999999998,Other,1.92,False
ID03556,Female,20,Psychology,4.8,4.9,7,82.5,Normal,3.72,4.0,0.2799999999999998,Other,0.82,True
ID03557,Male,21,Engineering,6.2,2.5,9,65.1,Danger,2.97,2.88,-0.0900000000000003,Maintain,1.15,False
ID03558,Male,18,Economics,6.9,3.4,11,77.5,Normal,4.0,4.0,0.0,Maintain,1.18,True
ID03559,Male,23,Computer Science,6.1,6.4,8,96.4,Excellent,3.01,3.34,0.33000000000000007,Other,0.52,False
ID03560,Male,21,Computer Science,6.8,3.4,7,95.3,Excellent,3.51,3.82,0.31000000000000005,Other,1.12,False
ID03561,Male,18,Psychology,7.6,7.1,8,82.0,Normal,4.0,4.0,0.0,Maintain,0.56,True
ID03562,Female,19,Business,6.9,2.6,8,95.3,Excellent,3.17,3.62,0.4500000000000002,Other,1.39,False
ID03563,Male,24,Mathematics,7.2,1.9,10,50.9,Danger,2.41,2.18,-0.22999999999999998,Other,1.15,False
ID03564,Male,20,Engineering,4.2,4.5,7,86.6,Normal,3.15,3.42,0.27,Other,0.76,False
ID03565,Male,18,Mathematics,6.8,4.7,10,97.9,Excellent,2.79,3.16,0.3700000000000001,Other,0.67,False
ID03566,Female,22,Computer Science,4.0,3.3,6,72.5,Danger,2.96,3.01,0.04999999999999982,Maintain,0.91,False
ID03567,Female,24,Business,6.4,5.7,6,72.5,Danger,4.0,4.0,0.0,Maintain,0.7,True
ID03568,Female,22,Business,9.8,0.9,6,57.0,Danger,2.49,2.06,-0.43000000000000016,Other,2.29,False
ID03569,Female,24,Mathematics,8.4,2.1,9,100.0,Excellent,3.25,3.42,0.16999999999999993,Other,1.63,False
ID03570,Female,20,Computer Science,4.9,5.1,7,74.2,Danger,2.66,2.81,0.1499999999999999,Other,0.55,False
ID03571,Male,21,Mathematics,6.2,3.5,6,88.6,Normal,2.95,3.15,0.19999999999999973,Other,0.9,False
ID03572,Male,23,Psychology,6.7,2.6,8,94.1,Excellent,3.47,3.89,0.41999999999999993,Other,1.5,True
ID03573,Female,21,Business,7.8,4.3,10,100.0,Excellent,3.26,3.63,0.3700000000000001,Other,0.84,False
ID03574,Female,18,Business,8.3,6.8,8,82.7,Normal,2.99,3.43,0.43999999999999995,Other,0.5,False
ID03575,Female,21,Psychology,9.4,4.9,2,76.9,Normal,2.78,2.96,0.18000000000000016,Other,0.6,False
ID03576,Male,20,Computer Science,5.6,6.2,12,87.6,Normal,3.26,3.59,0.33000000000000007,Other,0.58,False
ID03577,Male,18,Business,7.3,5.0,13,100.0,Excellent,3.95,4.0,0.04999999999999982,Maintain,0.8,True
ID03578,Male,19,Economics,4.4,7.8,12,82.4,Normal,2.65,3.1,0.4500000000000002,Other,0.4,False
ID03579,Female,21,Economics,7.6,2.9,6,70.7,Danger,4.0,4.0,0.0,Maintain,1.38,True
ID03580,Male,21,Economics,7.7,7.0,10,61.9,Danger,3.7,3.9,0.19999999999999973,Other,0.56,True
ID03581,Male,23,Engineering,7.0,1.2,7,66.7,Danger,3.78,3.59,-0.18999999999999995,Other,2.99,False
ID03582,Female,18,Engineering,8.0,1.8,3,98.0,Excellent,3.25,3.48,0.22999999999999998,Other,1.93,False
ID03583,Male,22,Computer Science,5.7,5.6,10,80.2,Normal,3.69,4.0,0.31000000000000005,Other,0.71,True
ID03584,Female,21,Psychology,5.0,1.7,6,75.9,Normal,2.6,2.44,-0.16000000000000014,Other,1.44,False
ID03585,Male,20,Mathematics,5.6,3.3,10,74.3,Danger,2.77,2.54,-0.22999999999999998,Other,0.77,False
ID03586,Male,21,Computer Science,7.6,7.7,7,86.3,Normal,3.48,4.0,0.52,Improve,0.52,True
ID03587,Male,23,Mathematics,9.0,1.9,9,81.4,Normal,3.25,3.35,0.10000000000000009,Other,1.76,False
ID03588,Female,19,Computer Science,5.7,6.5,5,80.9,Normal,3.03,3.46,0.43000000000000016,Other,0.53,False
ID03589,Male,23,Engineering,6.0,3.2,9,100.0,Excellent,1.85,2.06,0.20999999999999996,Other,0.64,False
ID03590,Male,21,Economics,7.2,1.8,4,100.0,Excellent,2.88,3.05,0.16999999999999993,Other,1.69,False
ID03591,Female,22,Psychology,10.0,4.0,10,60.8,Danger,2.51,2.47,-0.03999999999999959,Maintain,0.62,False
ID03592,Male,24,Engineering,6.3,7.4,3,89.9,Normal,3.35,3.72,0.3700000000000001,Other,0.5,False
ID03593,Female,21,Psychology,8.4,1.6,6,73.3,Danger,3.0,2.71,-0.29000000000000004,Other,1.69,False
ID03594,Female,18,Mathematics,6.7,1.6,6,81.3,Normal,2.79,3.14,0.3500000000000001,Other,1.96,False
ID03595,Male,21,Computer Science,6.2,5.5,9,89.6,Normal,4.0,4.0,0.0,Maintain,0.73,True
ID03596,Female,22,Business,5.0,2.8,7,81.8,Normal,3.62,4.0,0.3799999999999999,Other,1.43,True
ID03597,Male,18,Business,6.5,10.7,9,88.5,Normal,3.63,4.0,0.3700000000000001,Other,0.37,True
ID03598,Female,20,Psychology,8.3,4.7,9,95.1,Excellent,4.0,4.0,0.0,Maintain,0.85,True
ID03599,Male,18,Economics,5.7,6.8,11,89.4,Normal,3.5,4.0,0.5,Improve,0.59,True
ID03600,Female,23,Economics,7.1,4.6,3,75.3,Normal,2.71,2.88,0.16999999999999993,Other,0.63,False
ID03601,Male,19,Psychology,5.7,1.7,13,75.6,Normal,2.66,2.39,-0.27,Other,1.41,False
ID03602,Female,23,Engineering,6.4,2.2,11,63.4,Danger,3.58,3.52,-0.06000000000000005,Maintain,1.6,False
ID03603,Male,24,Business,4.7,2.4,12,72.2,Danger,2.07,1.9,-0.16999999999999993,Other,0.79,False
ID03604,Male,18,Engineering,10.0,5.2,2,100.0,Excellent,3.06,3.46,0.3999999999999999,Other,0.67,False
ID03605,Male,20,Mathematics,7.5,3.9,12,73.1,Danger,2.01,2.05,0.040000000000000036,Maintain,0.53,False
ID03606,Male,21,Business,6.5,1.1,14,67.1,Danger,3.15,3.0,-0.1499999999999999,Other,2.73,False
ID03607,Female,18,Mathematics,8.9,5.8,9,89.8,Normal,3.53,4.0,0.4700000000000002,Other,0.69,True
ID03608,Male,23,Computer Science,6.9,11.9,8,83.3,Normal,3.24,4.0,0.7599999999999998,Improve,0.34,True
ID03609,Female,18,Engineering,7.7,1.9,10,82.1,Normal,3.57,3.76,0.18999999999999995,Other,1.98,False
ID03610,Female,18,Psychology,9.3,2.1,8,100.0,Excellent,4.0,4.0,0.0,Maintain,1.9,True
ID03611,Female,18,Business,9.2,2.6,5,93.2,Excellent,3.03,3.37,0.3400000000000003,Other,1.3,False
ID03612,Male,20,Engineering,5.3,3.6,6,77.1,Normal,4.0,4.0,0.0,Maintain,1.11,True
ID03613,Male,22,Psychology,7.0,2.0,8,78.6,Normal,3.21,3.24,0.03000000000000025,Maintain,1.62,False
ID03614,Female,22,Computer Science,8.9,7.6,12,77.5,Normal,3.57,3.78,0.20999999999999996,Other,0.5,False
ID03615,Male,18,Business,5.4,9.3,7,98.1,Excellent,2.79,3.15,0.3599999999999999,Other,0.34,False
ID03616,Male,20,Mathematics,6.6,4.2,2,80.4,Normal,3.91,4.0,0.08999999999999986,Maintain,0.95,True
ID03617,Female,20,Computer Science,6.6,3.8,8,58.1,Danger,3.62,3.28,-0.3400000000000003,Other,0.86,False
ID03618,Female,24,Economics,7.8,1.2,7,84.3,Normal,3.84,3.88,0.040000000000000036,Maintain,3.23,True
ID03619,Female,18,Psychology,8.2,1.8,7,61.9,Danger,3.13,3.06,-0.06999999999999984,Maintain,1.7,False
ID03620,Male,23,Business,8.7,0.8,5,100.0,Excellent,2.47,2.48,0.009999999999999787,Maintain,3.1,False
ID03621,Female,23,Business,7.1,2.7,8,70.5,Danger,3.33,3.24,-0.08999999999999986,Maintain,1.2,False
ID03622,Male,19,Computer Science,5.4,3.0,15,82.6,Normal,2.25,2.51,0.2599999999999998,Other,0.84,False
ID03623,Male,18,Business,6.5,5.5,8,88.9,Normal,2.93,3.42,0.48999999999999977,Other,0.62,False
ID03624,Female,19,Psychology,5.4,4.2,7,80.7,Normal,3.2,3.45,0.25,Other,0.82,False
ID03625,Male,23,Computer Science,6.0,2.3,5,80.6,Normal,4.0,4.0,0.0,Maintain,1.74,True
ID03626,Male,23,Mathematics,8.1,5.7,9,91.3,Excellent,3.26,3.73,0.4700000000000002,Other,0.65,False
ID03627,Male,18,Computer Science,4.8,12.9,3,100.0,Excellent,3.17,3.71,0.54,Improve,0.29,False
ID03628,Female,19,Computer Science,6.2,5.8,5,96.5,Excellent,3.07,3.34,0.27,Other,0.58,False
ID03629,Female,19,Mathematics,8.3,2.8,9,100.0,Excellent,2.43,2.68,0.25,Other,0.96,False
ID03630,Female,18,Economics,8.0,4.5,8,69.3,Danger,3.14,3.26,0.11999999999999966,Other,0.72,False
ID03631,Female,24,Psychology,5.8,2.0,10,89.8,Normal,3.15,3.17,0.020000000000000018,Maintain,1.58,False
ID03632,Male,19,Economics,5.7,1.8,5,87.3,Normal,2.62,2.77,0.1499999999999999,Other,1.54,False
ID03633,Male,24,Economics,9.4,9.7,8,90.3,Excellent,2.51,3.14,0.6300000000000003,Improve,0.32,False
ID03634,Male,21,Economics,7.6,4.6,5,100.0,Excellent,2.86,3.33,0.4700000000000002,Other,0.72,False
ID03635,Male,23,Engineering,5.8,6.9,13,81.7,Normal,3.13,3.56,0.43000000000000016,Other,0.52,False
ID03636,Male,22,Economics,6.9,3.3,6,78.9,Normal,2.87,2.74,-0.1299999999999999,Other,0.83,False
ID03637,Female,24,Engineering,8.6,1.8,10,93.0,Excellent,2.57,2.63,0.06000000000000005,Maintain,1.46,False
ID03638,Male,24,Mathematics,5.7,1.6,7,58.3,Danger,3.24,2.73,-0.5100000000000002,Decline,1.71,False
ID03639,Male,24,Psychology,5.6,2.2,7,81.4,Normal,3.37,3.65,0.2799999999999998,Other,1.66,False
ID03640,Male,20,Economics,7.3,4.9,9,83.0,Normal,3.16,3.57,0.4099999999999997,Other,0.73,False
ID03641,Male,19,Business,5.0,1.3,5,71.2,Danger,2.82,2.73,-0.08999999999999986,Maintain,2.1,False
ID03642,Female,19,Mathematics,6.0,4.0,8,100.0,Excellent,3.4,3.92,0.52,Improve,0.98,True
ID03643,Male,20,Engineering,6.3,5.3,7,69.1,Danger,3.0,3.16,0.16000000000000014,Other,0.6,False
ID03644,Male,19,Psychology,4.0,1.8,10,83.0,Normal,2.51,2.54,0.03000000000000025,Maintain,1.41,False
ID03645,Female,20,Computer Science,7.1,12.9,6,89.4,Normal,3.62,4.0,0.3799999999999999,Other,0.31,True
ID03646,Male,24,Psychology,7.9,6.4,9,100.0,Excellent,3.28,3.55,0.27,Other,0.55,False
ID03647,Male,18,Psychology,9.9,3.6,6,84.8,Normal,3.04,3.14,0.10000000000000009,Other,0.87,False
ID03648,Male,21,Economics,7.9,2.4,8,99.0,Excellent,2.31,2.49,0.18000000000000016,Other,1.04,False
ID03649,Female,24,Economics,5.5,4.7,5,95.5,Excellent,2.73,2.92,0.18999999999999995,Other,0.62,False
ID03650,Female,21,Engineering,6.3,4.6,11,86.9,Normal,4.0,4.0,0.0,Maintain,0.87,True
ID03651,Female,23,Engineering,9.8,4.1,15,68.7,Danger,2.35,2.17,-0.18000000000000016,Other,0.53,False
ID03652,Male,24,Economics,7.7,4.8,6,63.5,Danger,2.97,3.03,0.05999999999999961,Maintain,0.63,False
ID03653,Female,22,Economics,8.6,2.0,7,86.6,Normal,3.09,3.04,-0.04999999999999982,Maintain,1.52,False
ID03654,Male,19,Business,6.1,5.8,11,76.9,Normal,3.26,3.3,0.040000000000000036,Maintain,0.57,False
ID03655,Male,22,Business,6.7,1.5,6,98.8,Excellent,2.35,2.39,0.040000000000000036,Maintain,1.59,False
ID03656,Male,18,Mathematics,6.9,1.5,10,96.2,Excellent,3.19,3.5,0.31000000000000005,Other,2.33,False
ID03657,Male,21,Economics,8.4,0.8,9,82.2,Normal,2.26,2.29,0.03000000000000025,Maintain,2.86,False
ID03658,Male,24,Computer Science,6.4,5.5,9,67.6,Danger,3.15,3.27,0.1200000000000001,Other,0.59,False
ID03659,Female,18,Business,7.9,4.8,10,92.7,Excellent,2.77,3.26,0.48999999999999977,Other,0.68,False
ID03660,Female,18,Engineering,7.0,3.8,7,69.7,Danger,2.67,2.86,0.18999999999999995,Other,0.75,False
ID03661,Male,19,Psychology,5.2,2.6,7,73.6,Danger,3.52,3.41,-0.10999999999999988,Other,1.31,False
ID03662,Male,18,Mathematics,7.0,2.9,13,70.3,Danger,2.98,3.03,0.04999999999999982,Maintain,1.04,False
ID03663,Male,24,Business,8.7,2.0,5,82.9,Normal,3.34,3.58,0.2400000000000002,Other,1.79,False
ID03664,Male,24,Psychology,7.0,4.5,8,100.0,Excellent,3.35,3.64,0.29000000000000004,Other,0.81,False
ID03665,Female,21,Psychology,6.5,0.7,10,84.9,Normal,3.73,4.0,0.27,Other,5.71,True
ID03666,Male,24,Business,9.1,1.0,8,78.4,Normal,2.5,2.36,-0.14000000000000012,Other,2.36,False
ID03667,Female,22,Computer Science,7.6,2.0,7,62.1,Danger,3.56,3.49,-0.06999999999999984,Maintain,1.74,False
ID03668,Male,21,Computer Science,4.9,4.2,7,93.3,Excellent,3.11,3.31,0.20000000000000018,Other,0.79,False
ID03669,Male,19,Mathematics,6.6,3.7,10,73.3,Danger,2.91,3.13,0.21999999999999975,Other,0.85,False
ID03670,Male,21,Computer Science,7.4,8.0,7,86.8,Normal,2.53,3.27,0.7400000000000002,Improve,0.41,False
ID03671,Male,20,Mathematics,7.4,3.3,13,79.7,Normal,3.4,3.49,0.0900000000000003,Maintain,1.06,False
ID03672,Male,22,Engineering,7.8,6.1,9,97.6,Excellent,2.64,3.05,0.4099999999999997,Other,0.5,False
ID03673,Female,20,Business,6.8,4.1,9,82.6,Normal,3.36,3.82,0.45999999999999996,Other,0.93,False
ID03674,Male,20,Psychology,6.7,0.8,6,84.1,Normal,4.0,4.0,0.0,Maintain,5.0,True
ID03675,Female,23,Mathematics,7.0,1.8,12,92.3,Excellent,3.59,3.85,0.26000000000000023,Other,2.14,False
ID03676,Male,24,Computer Science,8.2,2.0,7,100.0,Excellent,3.8,3.8,0.0,Maintain,1.9,False
ID03677,Male,19,Mathematics,6.0,2.3,7,98.3,Excellent,2.74,3.18,0.43999999999999995,Other,1.38,False
ID03678,Male,18,Economics,6.9,3.1,5,83.7,Normal,3.48,3.68,0.20000000000000018,Other,1.19,False
ID03679,Female,20,Mathematics,7.4,7.0,11,85.0,Normal,2.53,2.99,0.4600000000000004,Other,0.43,False
ID03680,Male,21,Computer Science,6.2,3.4,10,77.1,Normal,2.98,2.94,-0.040000000000000036,Maintain,0.86,False
ID03681,Female,18,Economics,7.7,2.5,6,70.8,Danger,3.97,3.81,-0.16000000000000014,Other,1.52,False
ID03682,Male,21,Economics,7.5,6.3,8,76.7,Normal,2.8,2.77,-0.029999999999999805,Maintain,0.44,False
ID03683,Female,21,Computer Science,4.0,6.3,13,73.4,Danger,3.66,3.9,0.23999999999999977,Other,0.62,True
ID03684,Male,18,Economics,7.1,0.6,12,94.8,Excellent,3.61,3.89,0.28000000000000025,Other,6.48,True
ID03685,Female,18,Business,9.1,3.6,5,68.9,Danger,3.64,3.38,-0.26000000000000023,Other,0.94,False
ID03686,Female,24,Psychology,9.2,7.5,5,100.0,Excellent,2.47,2.97,0.5,Improve,0.4,False
ID03687,Female,21,Business,8.0,3.3,8,96.3,Excellent,3.36,3.53,0.16999999999999993,Other,1.07,False
ID03688,Male,19,Business,8.9,1.9,7,85.3,Normal,3.02,3.25,0.22999999999999998,Other,1.71,False
ID03689,Male,24,Computer Science,6.8,6.1,5,85.0,Normal,3.64,4.0,0.3599999999999999,Other,0.66,True
ID03690,Male,22,Computer Science,7.9,1.7,9,76.6,Normal,2.27,2.4,0.1299999999999999,Other,1.41,False
ID03691,Female,23,Psychology,7.2,4.1,7,89.1,Normal,3.28,3.61,0.33000000000000007,Other,0.88,False
ID03692,Male,22,Mathematics,8.0,3.3,2,100.0,Excellent,3.21,3.62,0.41000000000000014,Other,1.1,False
ID03693,Female,19,Business,9.8,1.2,16,74.5,Danger,2.1,1.43,-0.6700000000000002,Decline,1.19,False
ID03694,Male,24,Economics,8.5,6.8,6,62.0,Danger,2.66,2.92,0.2599999999999998,Other,0.43,False
ID03695,Male,23,Psychology,6.5,4.7,6,95.5,Excellent,2.18,2.59,0.4099999999999997,Other,0.55,False
ID03696,Male,24,Business,9.4,8.1,9,89.9,Normal,2.74,3.12,0.3799999999999999,Other,0.39,False
ID03697,Female,18,Mathematics,7.4,3.6,7,68.2,Danger,3.37,3.25,-0.1200000000000001,Other,0.9,False
ID03698,Female,23,Economics,8.0,2.0,4,74.0,Danger,3.2,3.21,0.009999999999999787,Maintain,1.6,False
ID03699,Female,21,Business,6.6,1.2,5,72.1,Danger,3.18,3.19,0.009999999999999787,Maintain,2.66,False
ID03700,Male,22,Engineering,8.1,6.4,11,74.1,Danger,2.58,2.48,-0.10000000000000009,Other,0.39,False
ID03701,Female,23,Psychology,7.6,1.8,8,80.1,Normal,3.66,3.77,0.10999999999999988,Other,2.09,False
ID03702,Female,21,Computer Science,8.7,12.9,7,81.0,Normal,3.09,3.74,0.6500000000000004,Improve,0.29,False
ID03703,Male,24,Business,6.2,9.9,6,75.2,Normal,3.12,3.61,0.48999999999999977,Other,0.36,False
ID03704,Female,19,Economics,8.4,3.9,10,73.6,Danger,3.57,3.71,0.14000000000000012,Other,0.95,False
ID03705,Female,23,Economics,4.0,3.1,12,81.6,Normal,2.6,2.9,0.2999999999999998,Other,0.94,False
ID03706,Female,21,Psychology,6.1,2.3,7,87.5,Normal,3.21,3.28,0.06999999999999984,Maintain,1.43,False
ID03707,Female,24,Psychology,5.0,2.5,5,80.3,Normal,3.31,3.65,0.33999999999999986,Other,1.46,False
ID03708,Male,24,Economics,7.5,11.6,5,100.0,Excellent,2.83,3.37,0.54,Improve,0.29,False
ID03709,Male,24,Economics,8.4,2.8,7,92.6,Excellent,3.43,3.78,0.34999999999999964,Other,1.35,False
ID03710,Female,19,Economics,7.0,4.9,8,61.1,Danger,3.34,3.4,0.06000000000000005,Maintain,0.69,False
ID03711,Male,18,Business,9.0,5.1,13,92.9,Excellent,3.05,3.45,0.40000000000000036,Other,0.68,False
ID03712,Female,19,Economics,5.8,6.6,5,94.1,Excellent,3.03,3.24,0.2100000000000004,Other,0.49,False
ID03713,Female,19,Computer Science,4.9,4.7,7,78.5,Normal,3.36,3.21,-0.1499999999999999,Other,0.68,False
ID03714,Female,22,Economics,8.1,3.7,13,62.6,Danger,3.49,3.41,-0.08000000000000007,Maintain,0.92,False
ID03715,Female,24,Computer Science,8.8,2.2,4,85.1,Normal,3.13,3.11,-0.020000000000000018,Maintain,1.41,False
ID03716,Male,21,Business,7.2,5.1,6,84.9,Normal,3.66,4.0,0.33999999999999986,Other,0.78,True
ID03717,Male,23,Psychology,9.7,4.5,11,68.2,Danger,3.43,3.51,0.07999999999999963,Maintain,0.78,False
ID03718,Male,22,Computer Science,7.8,2.8,11,63.2,Danger,2.21,2.26,0.04999999999999982,Maintain,0.81,False
ID03719,Male,24,Business,7.6,4.8,8,83.7,Normal,2.4,2.73,0.33000000000000007,Other,0.57,False
ID03720,Male,20,Economics,6.4,3.5,10,81.5,Normal,3.69,3.82,0.1299999999999999,Other,1.09,False
ID03721,Male,19,Business,5.0,4.5,7,78.7,Normal,2.98,2.86,-0.1200000000000001,Other,0.64,False
ID03722,Female,20,Economics,6.6,5.6,14,83.7,Normal,3.18,3.72,0.54,Improve,0.66,False
ID03723,Female,24,Business,9.4,4.1,5,68.5,Danger,3.67,3.56,-0.10999999999999988,Other,0.87,False
ID03724,Male,22,Psychology,7.3,6.0,4,78.5,Normal,3.1,3.2,0.10000000000000009,Other,0.53,False
ID03725,Male,21,Computer Science,6.4,4.0,11,93.0,Excellent,3.12,3.3,0.17999999999999972,Other,0.82,False
ID03726,Female,22,Psychology,5.6,6.6,8,79.8,Normal,2.67,2.79,0.1200000000000001,Other,0.42,False
ID03727,Male,21,Engineering,7.8,3.0,8,59.9,Danger,3.28,3.03,-0.25,Other,1.01,False
ID03728,Male,21,Economics,5.3,1.9,5,77.9,Normal,3.39,3.21,-0.18000000000000016,Other,1.69,False
ID03729,Male,24,Computer Science,7.5,4.3,7,68.9,Danger,2.81,2.98,0.16999999999999993,Other,0.69,False
ID03730,Female,18,Psychology,6.3,9.1,8,89.0,Normal,2.64,3.4,0.7599999999999998,Improve,0.37,False
ID03731,Male,24,Computer Science,6.6,6.2,10,89.8,Normal,4.0,4.0,0.0,Maintain,0.65,True
ID03732,Female,19,Engineering,8.0,9.1,6,60.1,Danger,3.05,3.37,0.3200000000000003,Other,0.37,False
ID03733,Male,22,Mathematics,5.6,2.8,11,96.4,Excellent,2.76,3.12,0.3600000000000003,Other,1.11,False
ID03734,Male,21,Economics,7.0,3.7,7,68.3,Danger,3.45,3.44,-0.010000000000000231,Maintain,0.93,False
ID03735,Male,24,Economics,4.7,1.9,5,100.0,Excellent,3.07,3.28,0.20999999999999996,Other,1.73,False
ID03736,Male,24,Business,6.8,1.6,13,84.3,Normal,2.56,2.82,0.2599999999999998,Other,1.76,False
ID03737,Female,22,Economics,7.7,8.4,8,66.3,Danger,3.34,3.75,0.41000000000000014,Other,0.45,False
ID03738,Female,22,Economics,8.2,7.9,7,67.9,Danger,2.67,2.81,0.14000000000000012,Other,0.36,False
ID03739,Female,21,Psychology,8.7,5.4,12,90.2,Excellent,3.89,4.0,0.10999999999999988,Other,0.74,True
ID03740,Female,23,Economics,8.0,2.8,14,79.1,Normal,3.35,3.32,-0.03000000000000025,Maintain,1.19,False
ID03741,Female,20,Economics,6.4,5.7,6,83.6,Normal,2.96,3.25,0.29000000000000004,Other,0.57,False
ID03742,Female,19,Engineering,4.3,7.5,10,100.0,Excellent,3.15,3.73,0.5800000000000001,Improve,0.5,False
ID03743,Female,19,Engineering,8.5,9.7,4,74.5,Danger,3.55,3.93,0.38000000000000034,Other,0.41,True
ID03744,Male,23,Computer Science,6.2,1.3,8,85.9,Normal,3.19,3.49,0.30000000000000027,Other,2.68,False
ID03745,Male,18,Computer Science,4.8,3.1,5,100.0,Excellent,4.0,4.0,0.0,Maintain,1.29,True
ID03746,Male,23,Economics,9.8,2.9,6,89.1,Normal,3.67,3.81,0.14000000000000012,Other,1.31,False
ID03747,Female,18,Economics,6.9,3.4,9,60.9,Danger,3.34,3.17,-0.16999999999999993,Other,0.93,False
ID03748,Male,18,Business,7.7,5.1,4,92.6,Excellent,2.63,2.87,0.2400000000000002,Other,0.56,False
ID03749,Male,23,Computer Science,7.3,0.9,3,67.6,Danger,3.03,2.93,-0.09999999999999964,Maintain,3.26,False
ID03750,Female,19,Psychology,7.0,2.8,6,100.0,Excellent,3.34,3.45,0.11000000000000032,Other,1.23,False
ID03751,Female,20,Economics,6.4,2.9,4,72.7,Danger,2.69,2.52,-0.16999999999999993,Other,0.87,False
ID03752,Female,19,Psychology,6.1,4.0,8,100.0,Excellent,3.75,4.0,0.25,Other,1.0,True
ID03753,Male,24,Economics,10.0,4.3,10,100.0,Excellent,2.61,2.82,0.20999999999999996,Other,0.66,False
ID03754,Female,19,Psychology,4.8,3.3,8,73.1,Danger,2.78,2.69,-0.08999999999999986,Maintain,0.82,False
ID03755,Male,19,Mathematics,6.4,10.8,12,85.3,Normal,2.82,3.44,0.6200000000000001,Improve,0.32,False
ID03756,Male,23,Psychology,5.7,3.5,12,96.3,Excellent,3.47,3.87,0.3999999999999999,Other,1.11,True
ID03757,Male,23,Computer Science,7.8,5.1,7,96.8,Excellent,2.7,3.29,0.5899999999999999,Improve,0.65,False
ID03758,Male,24,Economics,6.4,5.6,9,91.6,Excellent,2.2,2.45,0.25,Other,0.44,False
ID03759,Male,24,Computer Science,6.3,2.1,11,100.0,Excellent,3.64,4.0,0.3599999999999999,Other,1.9,True
ID03760,Female,23,Psychology,8.0,2.2,14,83.2,Normal,2.88,3.01,0.1299999999999999,Other,1.37,False
ID03761,Male,19,Engineering,9.9,5.7,6,79.5,Normal,2.57,2.54,-0.029999999999999805,Maintain,0.45,False
ID03762,Female,20,Engineering,5.8,7.9,5,79.8,Normal,2.72,3.0,0.2799999999999998,Other,0.38,False
ID03763,Male,18,Engineering,4.7,9.7,5,97.9,Excellent,3.96,4.0,0.040000000000000036,Maintain,0.41,True
ID03764,Male,22,Economics,7.1,2.1,15,90.5,Excellent,2.77,2.85,0.08000000000000007,Maintain,1.36,False
ID03765,Male,18,Business,8.3,6.8,7,89.4,Normal,3.04,3.54,0.5,Improve,0.52,False
ID03766,Male,24,Mathematics,6.7,3.8,5,96.9,Excellent,2.88,3.29,0.41000000000000014,Other,0.87,False
ID03767,Female,24,Psychology,7.9,7.9,5,54.2,Danger,2.48,2.61,0.1299999999999999,Other,0.33,False
ID03768,Male,18,Business,6.2,4.8,7,89.7,Normal,2.73,3.28,0.5499999999999998,Improve,0.68,False
ID03769,Male,22,Engineering,10.0,5.4,8,88.3,Normal,2.45,2.96,0.5099999999999998,Improve,0.55,False
ID03770,Male,19,Psychology,7.9,8.7,6,100.0,Excellent,3.58,4.0,0.41999999999999993,Other,0.46,True
ID03771,Male,20,Business,6.3,9.2,5,62.1,Danger,3.15,3.54,0.3900000000000001,Other,0.38,False
ID03772,Female,20,Computer Science,5.9,4.2,7,100.0,Excellent,4.0,4.0,0.0,Maintain,0.95,True
ID03773,Male,18,Engineering,7.4,1.2,11,86.1,Normal,2.75,2.76,0.009999999999999787,Maintain,2.3,False
ID03774,Female,22,Business,8.0,2.4,6,92.3,Excellent,2.67,3.06,0.3900000000000001,Other,1.28,False
ID03775,Female,24,Economics,5.0,11.7,9,100.0,Excellent,3.87,4.0,0.1299999999999999,Other,0.34,True
ID03776,Female,21,Computer Science,7.0,5.5,10,93.4,Excellent,3.63,4.0,0.3700000000000001,Other,0.73,True
ID03777,Female,19,Engineering,8.1,2.1,4,91.0,Excellent,3.29,3.25,-0.040000000000000036,Maintain,1.55,False
ID03778,Female,18,Mathematics,7.5,2.7,9,88.6,Normal,2.54,2.85,0.31000000000000005,Other,1.06,False
ID03779,Female,20,Engineering,7.9,7.2,7,77.7,Normal,3.97,4.0,0.029999999999999805,Maintain,0.56,True
ID03780,Female,24,Economics,9.2,10.7,7,84.6,Normal,3.06,3.57,0.5099999999999998,Improve,0.33,False
ID03781,Male,23,Mathematics,4.0,4.0,10,74.3,Danger,2.88,2.92,0.040000000000000036,Maintain,0.73,False
ID03782,Male,23,Mathematics,7.3,7.9,13,84.3,Normal,3.67,4.0,0.33000000000000007,Other,0.51,True
ID03783,Male,22,Mathematics,4.0,6.7,6,50.0,Danger,3.09,2.79,-0.2999999999999998,Other,0.42,False
