ID,Gender,Age,Major,Sleep,Study,Social_Hours,Attendance,Lifestyle_Cluster,P_CGPA,F_CGPA,CGPA_Diff
ID03713,Female,19,Computer Science,4.9,4.7,7,78.5,Type_B,3.36,3.21,-0.1499999999999999
ID03714,Female,22,Economics,8.1,3.7,13,62.6,Type_C,3.49,3.41,-0.08000000000000007
ID03715,Female,24,Computer Science,8.8,2.2,4,85.1,Type_A,3.13,3.11,-0.020000000000000018
ID03716,Male,21,Business,7.2,5.1,6,84.9,Type_A,3.66,4.0,0.33999999999999986
ID03717,Male,23,Psychology,9.7,4.5,11,68.2,Type_C,3.43,3.51,0.07999999999999963
ID03718,Male,22,Computer Science,7.8,2.8,11,63.2,Type_C,2.21,2.26,0.04999999999999982
ID03719,Male,24,Business,7.6,4.8,8,83.7,Type_A,2.4,2.73,0.33000000000000007
ID03720,Male,20,Economics,6.4,3.5,10,81.5,Type_B,3.69,3.82,0.1299999999999999
ID03721,Male,19,Business,5.0,4.5,7,78.7,Type_B,2.98,2.86,-0.1200000000000001
ID03722,Female,20,Economics,6.6,5.6,14,83.7,Type_B,3.18,3.72,0.54
ID03723,Female,24,Business,9.4,4.1,5,68.5,Type_C,3.67,3.56,-0.10999999999999988
ID03724,Male,22,Psychology,7.3,6.0,4,78.5,Type_A,3.1,3.2,0.10000000000000009
ID03725,Male,21,Computer Science,6.4,4.0,11,93.0,Type_B,3.12,3.3,0.17999999999999972
ID03726,Female,22,Psychology,5.6,6.6,8,79.8,Type_B,2.67,2.79,0.1200000000000001
ID03727,Male,21,Engineering,7.8,3.0,8,59.9,Type_C,3.28,3.03,-0.25
ID03728,Male,21,Economics,5.3,1.9,5,77.9,Type_C,3.39,3.21,-0.18000000000000016
ID03729,Male,24,Computer Science,7.5,4.3,7,68.9,Type_C,2.81,2.98,0.16999999999999993
ID03730,Female,18,Psychology,6.3,9.1,8,89.0,Type_B,2.64,3.4,0.7599999999999998
ID03731,Male,24,Computer Science,6.6,6.2,10,89.8,Type_B,4.0,4.0,0.0
ID03732,Female,19,Engineering,8.0,9.1,6,60.1,Type_C,3.05,3.37,0.3200000000000003
ID03733,Male,22,Mathematics,5.6,2.8,11,96.4,Type_B,2.76,3.12,0.3600000000000003
ID03734,Male,21,Economics,7.0,3.7,7,68.3,Type_C,3.45,3.44,-0.010000000000000231
ID03735,Male,24,Economics,4.7,1.9,5,100.0,Type_B,3.07,3.28,0.20999999999999996
ID03736,Male,24,Business,6.8,1.6,13,84.3,Type_C,2.56,2.82,0.2599999999999998
ID03737,Female,22,Economics,7.7,8.4,8,66.3,Type_C,3.34,3.75,0.41000000000000014
ID03738,Female,22,Economics,8.2,7.9,7,67.9,Type_C,2.67,2.81,0.14000000000000012
ID03739,Female,21,Psychology,8.7,5.4,12,90.2,Type_A,3.89,4.0,0.10999999999999988
ID03740,Female,23,Economics,8.0,2.8,14,79.1,Type_C,3.35,3.32,-0.03000000000000025
ID03741,Female,20,Economics,6.4,5.7,6,83.6,Type_B,2.96,3.25,0.29000000000000004
ID03742,Female,19,Engineering,4.3,7.5,10,100.0,Type_B,3.15,3.73,0.5800000000000001
ID03743,Female,19,Engineering,8.5,9.7,4,74.5,Type_A,3.55,3.93,0.38000000000000034
ID03744,Male,23,Computer Science,6.2,1.3,8,85.9,Type_B,3.19,3.49,0.30000000000000027
ID03745,Male,18,Computer Science,4.8,3.1,5,100.0,Type_B,4.0,4.0,0.0
ID03746,Male,23,Economics,9.8,2.9,6,89.1,Type_A,3.67,3.81,0.14000000000000012
ID03747,Female,18,Economics,6.9,3.4,9,60.9,Type_C,3.34,3.17,-0.16999999999999993
ID03748,Male,18,Business,7.7,5.1,4,92.6,Type_A,2.63,2.87,0.2400000000000002
ID03749,Male,23,Computer Science,7.3,0.9,3,67.6,Type_C,3.03,2.93,-0.09999999999999964
ID03750,Female,19,Psychology,7.0,2.8,6,100.0,Type_A,3.34,3.45,0.11000000000000032
ID03751,Female,20,Economics,6.4,2.9,4,72.7,Type_C,2.69,2.52,-0.16999999999999993
ID03752,Female,19,Psychology,6.1,4.0,8,100.0,Type_B,3.75,4.0,0.25
ID03753,Male,24,Economics,10.0,4.3,10,100.0,Type_A,2.61,2.82,0.20999999999999996
ID03754,Female,19,Psychology,4.8,3.3,8,73.1,Type_B,2.78,2.69,-0.08999999999999986
ID03755,Male,19,Mathematics,6.4,10.8,12,85.3,Type_B,2.82,3.44,0.6200000000000001
ID03756,Male,23,Psychology,5.7,3.5,12,96.3,Type_B,3.47,3.87,0.3999999999999999
ID03757,Male,23,Computer Science,7.8,5.1,7,96.8,Type_A,2.7,3.29,0.5899999999999999
ID03758,Male,24,Economics,6.4,5.6,9,91.6,Type_B,2.2,2.45,0.25
ID03759,Male,24,Computer Science,6.3,2.1,11,100.0,Type_B,3.64,4.0,0.3599999999999999
ID03760,Female,23,Psychology,8.0,2.2,14,83.2,Type_C,2.88,3.01,0.1299999999999999
ID03761,Male,19,Engineering,9.9,5.7,6,79.5,Type_A,2.57,2.54,-0.029999999999999805
ID03762,Female,20,Engineering,5.8,7.9,5,79.8,Type_B,2.72,3.0,0.2799999999999998
ID03763,Male,18,Engineering,4.7,9.7,5,97.9,Type_B,3.96,4.0,0.040000000000000036
ID03764,Male,22,Economics,7.1,2.1,15,90.5,Type_B,2.77,2.85,0.08000000000000007
ID03765,Male,18,Business,8.3,6.8,7,89.4,Type_A,3.04,3.54,0.5
ID03766,Male,24,Mathematics,6.7,3.8,5,96.9,Type_A,2.88,3.29,0.41000000000000014
ID03767,Female,24,Psychology,7.9,7.9,5,54.2,Type_C,2.48,2.61,0.1299999999999999
ID03768,Male,18,Business,6.2,4.8,7,89.7,Type_B,2.73,3.28,0.5499999999999998
ID03769,Male,22,Engineering,10.0,5.4,8,88.3,Type_A,2.45,2.96,0.5099999999999998
ID03770,Male,19,Psychology,7.9,8.7,6,100.0,Type_A,3.58,4.0,0.41999999999999993
ID03771,Male,20,Business,6.3,9.2,5,62.1,Type_C,3.15,3.54,0.3900000000000001
ID03772,Female,20,Computer Science,5.9,4.2,7,100.0,Type_B,4.0,4.0,0.0
ID03773,Male,18,Engineering,7.4,1.2,11,86.1,Type_A,2.75,2.76,0.009999999999999787
ID03774,Female,22,Business,8.0,2.4,6,92.3,Type_A,2.67,3.06,0.3900000000000001
ID03775,Female,24,Economics,5.0,11.7,9,100.0,Type_B,3.87,4.0,0.1299999999999999
ID03776,Female,21,Computer Science,7.0,5.5,10,93.4,Type_B,3.63,4.0,0.3700000000000001
ID03777,Female,19,Engineering,8.1,2.1,4,91.0,Type_A,3.29,3.25,-0.040000000000000036
ID03778,Female,18,Mathematics,7.5,2.7,9,88.6,Type_A,2.54,2.85,0.31000000000000005
ID03779,Female,20,Engineering,7.9,7.2,7,77.7,Type_C,3.97,4.0,0.029999999999999805
ID03780,Female,24,Economics,9.2,10.7,7,84.6,Type_A,3.06,3.57,0.5099999999999998
ID03781,Male,23,Mathematics,4.0,4.0,10,74.3,Type_B,2.88,2.92,0.040000000000000036
ID03782,Male,23,Mathematics,7.3,7.9,13,84.3,Type_B,3.67,4.0,0.33000000000000007
ID03783,Male,22,Mathematics,4.0,6.7,6,50.0,Type_C,3.09,2.79,-0.2999999999999998
ID03784,Female,22,Psychology,6.9,4.8,11,91.4,Type_B,2.52,2.78,0.2599999999999998
ID03785,Female,18,Psychology,8.9,6.0,8,83.2,Type_A,3.12,3.56,0.43999999999999995
ID03786,Male,21,Mathematics,6.8,4.7,12,80.0,Type_B,2.71,2.96,0.25
ID03787,Female,20,Computer Science,5.6,8.1,6,88.3,Type_B,1.6,2.21,0.6099999999999999
ID03788,Male,18,Mathematics,8.2,6.1,10,63.5,Type_C,2.66,2.63,-0.03000000000000025
ID03789,Male,21,Business,7.2,1.3,11,100.0,Type_A,2.84,3.06,0.2200000000000002
ID03790,Female,24,Mathematics,7.3,3.5,9,83.5,Type_A,2.52,2.84,0.31999999999999984
ID03791,Male,22,Psychology,10.0,2.1,5,82.8,Type_A,3.39,3.63,0.23999999999999977
ID03792,Male,23,Psychology,4.7,4.3,12,70.5,Type_B,2.71,2.57,-0.14000000000000012
ID03793,Female,19,Business,6.0,3.4,11,85.4,Type_B,3.34,3.8,0.45999999999999996
ID03794,Female,24,Business,7.6,2.6,8,100.0,Type_A,2.48,2.86,0.3799999999999999
ID03795,Male,23,Engineering,8.8,1.7,13,100.0,Type_A,3.55,3.62,0.07000000000000028
ID03796,Female,20,Computer Science,5.6,0.8,7,97.8,Type_B,2.46,2.4,-0.06000000000000005
ID03797,Male,20,Computer Science,6.4,8.0,10,93.2,Type_B,1.93,2.48,0.55
ID03798,Male,23,Computer Science,6.9,8.0,9,79.6,Type_B,3.72,4.0,0.2799999999999998
ID03799,Male,24,Economics,6.8,1.6,6,63.2,Type_C,2.67,2.41,-0.2599999999999998
ID03800,Female,23,Psychology,8.0,4.8,7,82.0,Type_A,3.98,4.0,0.020000000000000018
ID03801,Male,21,Computer Science,6.9,1.1,6,81.5,Type_A,3.38,3.66,0.28000000000000025
ID03802,Female,18,Engineering,8.0,2.3,8,100.0,Type_A,3.5,3.64,0.14000000000000012
ID03803,Female,22,Engineering,5.2,3.2,14,89.6,Type_B,3.62,3.82,0.19999999999999973
ID03804,Female,21,Computer Science,7.2,2.5,13,100.0,Type_B,3.16,3.49,0.33000000000000007
ID03805,Male,19,Business,7.1,5.5,13,100.0,Type_B,3.16,3.66,0.5
ID03806,Female,23,Engineering,8.3,0.4,8,78.2,Type_A,3.74,3.68,-0.06000000000000005
ID03807,Male,19,Business,10.0,2.3,5,58.1,Type_C,3.16,2.87,-0.29000000000000004
ID03808,Male,19,Psychology,8.4,6.4,8,100.0,Type_A,2.74,3.04,0.2999999999999998
ID03809,Male,21,Economics,5.9,1.0,8,100.0,Type_B,3.39,3.34,-0.050000000000000266
ID03810,Male,22,Engineering,7.9,2.5,15,64.5,Type_C,2.04,1.86,-0.17999999999999994
ID03811,Female,24,Business,6.9,7.0,4,100.0,Type_A,3.76,4.0,0.2400000000000002
ID03812,Male,20,Computer Science,6.5,11.4,8,90.7,Type_B,3.77,4.0,0.22999999999999998
ID03813,Male,18,Psychology,6.2,8.0,9,87.4,Type_B,3.7,4.0,0.2999999999999998
ID03814,Female,20,Mathematics,6.1,3.2,6,100.0,Type_B,3.68,4.0,0.31999999999999984
ID03815,Male,22,Mathematics,5.3,11.3,10,100.0,Type_B,3.06,3.58,0.52
ID03816,Female,20,Computer Science,5.1,6.6,9,94.8,Type_B,3.05,3.56,0.5100000000000002
ID03817,Male,23,Psychology,8.0,1.7,9,92.1,Type_A,2.49,2.73,0.23999999999999977
ID03818,Female,23,Psychology,6.5,1.1,4,94.2,Type_A,3.97,4.0,0.029999999999999805
ID03819,Female,21,Psychology,7.3,6.2,4,79.0,Type_A,2.86,3.06,0.20000000000000018
ID03820,Male,19,Psychology,5.7,3.6,11,84.2,Type_B,3.27,3.64,0.3700000000000001
ID03821,Male,22,Mathematics,7.9,1.6,9,71.5,Type_C,3.23,3.12,-0.10999999999999988
ID03822,Male,22,Business,5.9,3.5,7,80.0,Type_B,2.43,2.85,0.41999999999999993
ID03823,Female,20,Psychology,5.0,7.3,7,79.5,Type_B,2.23,2.23,0.0
ID03824,Male,21,Business,9.4,2.5,10,75.5,Type_C,3.1,3.04,-0.06000000000000005
ID03825,Male,20,Psychology,7.3,2.5,16,87.1,Type_B,2.87,2.97,0.10000000000000009
ID03826,Male,20,Engineering,6.5,3.4,9,80.1,Type_C,3.06,3.41,0.3500000000000001
ID03827,Male,22,Economics,6.7,3.7,10,92.5,Type_B,3.63,3.88,0.25
ID03828,Male,20,Engineering,6.5,3.0,10,60.7,Type_C,3.21,3.23,0.020000000000000018
ID03829,Female,19,Economics,7.7,5.6,16,83.3,Type_B,3.48,3.61,0.1299999999999999
ID03830,Male,20,Engineering,4.7,5.9,8,87.0,Type_B,3.32,3.54,0.2200000000000002
ID03831,Male,19,Psychology,4.3,3.7,3,80.3,Type_B,2.94,3.28,0.33999999999999986
ID03832,Female,22,Business,7.2,2.4,3,82.4,Type_A,2.6,2.78,0.17999999999999972
ID03833,Female,21,Economics,4.4,2.8,7,61.2,Type_C,3.23,3.25,0.020000000000000018
ID03834,Male,23,Mathematics,4.1,8.4,11,90.3,Type_B,3.14,3.5,0.3599999999999999
ID03835,Male,19,Computer Science,8.4,11.2,15,94.7,Type_B,3.56,4.0,0.43999999999999995
ID03836,Male,21,Economics,7.3,1.4,9,92.4,Type_A,3.02,3.32,0.2999999999999998
ID03837,Female,21,Economics,7.3,1.7,8,100.0,Type_A,2.95,3.38,0.4299999999999997
ID03838,Male,19,Mathematics,5.3,2.7,7,88.0,Type_B,2.99,3.08,0.08999999999999986
ID03839,Female,22,Psychology,9.1,8.5,7,92.2,Type_A,2.64,3.17,0.5299999999999998
ID03840,Female,18,Engineering,8.5,3.0,7,87.3,Type_A,3.82,3.88,0.06000000000000005
ID03841,Male,21,Engineering,5.0,5.6,11,95.3,Type_B,3.67,4.0,0.33000000000000007
ID03842,Male,21,Business,6.8,3.5,10,61.3,Type_C,2.49,2.66,0.16999999999999993
ID03843,Male,22,Psychology,6.4,2.8,5,71.6,Type_C,3.5,3.65,0.1499999999999999
ID03844,Male,22,Mathematics,6.9,3.3,7,100.0,Type_A,2.18,2.67,0.48999999999999977
ID03845,Male,20,Psychology,8.6,1.6,8,48.1,Type_C,3.59,3.06,-0.5299999999999998
ID03846,Female,22,Psychology,6.4,6.0,9,82.9,Type_B,2.75,3.27,0.52
ID03847,Female,21,Engineering,8.5,2.4,8,100.0,Type_A,3.28,3.38,0.10000000000000009
ID03848,Female,19,Mathematics,4.4,2.6,6,83.6,Type_B,2.14,2.44,0.2999999999999998
ID03849,Female,18,Computer Science,6.1,2.2,12,78.9,Type_C,2.5,2.43,-0.06999999999999984
ID03850,Male,24,Economics,6.4,9.2,7,86.9,Type_B,3.33,3.96,0.6299999999999999
ID03851,Male,20,Engineering,6.2,2.9,8,79.7,Type_C,2.75,2.6,-0.1499999999999999
ID03852,Male,24,Mathematics,7.0,4.4,8,85.5,Type_A,2.68,3.19,0.5099999999999998
ID03853,Female,19,Business,7.2,0.7,5,74.7,Type_C,3.8,3.68,-0.11999999999999966
ID03854,Female,18,Economics,7.3,0.4,6,100.0,Type_A,4.0,4.0,0.0
ID03855,Female,18,Economics,8.3,1.7,11,100.0,Type_A,3.57,3.77,0.20000000000000018
ID03856,Male,18,Engineering,8.1,6.9,8,83.0,Type_A,2.55,2.85,0.30000000000000027
ID03857,Male,23,Business,4.7,4.3,3,64.2,Type_C,3.98,4.0,0.020000000000000018
ID03858,Female,19,Engineering,7.2,9.8,7,77.1,Type_B,2.32,2.79,0.4700000000000002
ID03859,Male,20,Psychology,6.1,7.6,8,82.2,Type_B,2.95,3.49,0.54
ID03860,Female,20,Mathematics,8.2,2.2,7,92.6,Type_A,3.13,3.45,0.3200000000000003
ID03861,Female,18,Business,8.9,3.5,5,69.9,Type_C,4.0,3.79,-0.20999999999999996
ID03862,Female,19,Economics,8.3,8.3,11,73.5,Type_C,3.56,3.69,0.1299999999999999
ID03863,Male,23,Engineering,9.9,3.2,10,92.7,Type_A,2.87,2.9,0.029999999999999805
ID03864,Male,18,Economics,8.1,5.8,6,99.1,Type_A,2.63,2.93,0.30000000000000027
ID03865,Male,22,Business,8.5,1.5,8,75.7,Type_C,3.6,3.62,0.020000000000000018
ID03866,Male,24,Economics,5.8,4.8,8,65.0,Type_C,2.83,2.81,-0.020000000000000018
ID03867,Male,20,Engineering,7.0,3.8,4,100.0,Type_A,3.21,3.52,0.31000000000000005
ID03868,Female,24,Engineering,8.0,2.2,3,96.7,Type_A,2.42,2.76,0.33999999999999986
ID03869,Female,21,Computer Science,7.4,3.5,6,81.0,Type_A,3.38,3.52,0.14000000000000012
ID03870,Male,18,Economics,5.6,4.7,2,98.0,Type_B,3.34,3.57,0.22999999999999998
ID03871,Male,22,Computer Science,5.6,6.8,6,83.1,Type_B,2.48,2.88,0.3999999999999999
ID03872,Male,20,Computer Science,4.3,9.4,10,98.0,Type_B,3.62,4.0,0.3799999999999999
ID03873,Male,24,Economics,7.6,6.3,9,87.4,Type_A,3.38,3.9,0.52
ID03874,Female,23,Business,5.5,7.8,8,86.4,Type_B,3.47,3.77,0.2999999999999998
ID03875,Male,19,Psychology,8.0,2.0,6,83.3,Type_A,2.91,3.12,0.20999999999999996
ID03876,Male,20,Engineering,8.1,1.8,8,63.3,Type_C,3.19,3.08,-0.10999999999999988
ID03877,Male,24,Mathematics,7.3,5.4,9,100.0,Type_A,3.13,3.47,0.3400000000000003
ID03878,Female,19,Computer Science,7.6,1.5,10,70.9,Type_C,3.03,3.0,-0.029999999999999805
ID03879,Female,24,Business,8.5,3.3,3,64.6,Type_C,3.19,3.29,0.10000000000000009
ID03880,Male,19,Economics,8.7,6.2,10,81.8,Type_A,3.73,4.0,0.27
ID03881,Male,23,Business,4.0,8.6,7,70.6,Type_B,3.64,3.91,0.27
ID03882,Female,23,Business,8.1,4.8,5,84.2,Type_A,2.51,2.67,0.16000000000000014
ID03883,Female,18,Economics,7.7,1.9,4,95.3,Type_A,3.59,3.95,0.3600000000000003
ID03884,Male,18,Mathematics,7.4,3.9,9,99.9,Type_A,3.7,4.0,0.2999999999999998
ID03885,Female,20,Economics,7.7,4.2,4,97.2,Type_A,3.02,3.56,0.54
ID03886,Female,23,Mathematics,6.5,2.4,8,80.4,Type_C,3.35,3.66,0.31000000000000005
ID03887,Female,22,Economics,4.0,1.2,7,85.7,Type_B,3.35,3.35,0.0
ID03888,Female,24,Computer Science,6.1,6.3,8,91.1,Type_B,2.68,3.07,0.3899999999999997
ID03889,Female,24,Mathematics,4.3,3.4,6,58.6,Type_C,2.91,2.46,-0.4500000000000002
ID03890,Male,24,Computer Science,4.5,5.8,6,93.6,Type_B,3.48,3.73,0.25
ID03891,Female,20,Mathematics,8.6,4.6,5,63.1,Type_C,2.85,2.94,0.08999999999999986
ID03892,Male,24,Mathematics,6.2,3.4,9,100.0,Type_B,3.59,3.84,0.25
ID03893,Female,21,Economics,7.4,3.1,10,78.9,Type_C,3.75,3.63,-0.1200000000000001
ID03894,Male,19,Mathematics,7.0,3.7,11,82.2,Type_C,3.67,4.0,0.33000000000000007
ID03895,Female,24,Computer Science,9.0,5.4,6,73.5,Type_A,4.0,4.0,0.0
ID03896,Female,19,Economics,7.1,0.6,6,75.6,Type_C,3.05,2.74,-0.3099999999999996
ID03897,Male,18,Engineering,6.1,5.3,5,100.0,Type_B,3.19,3.52,0.33000000000000007
ID03898,Female,24,Computer Science,9.2,5.1,6,99.1,Type_A,3.26,3.38,0.1200000000000001
ID03899,Male,22,Engineering,6.3,6.3,11,61.8,Type_C,3.07,3.34,0.27
ID03900,Female,23,Business,7.6,8.8,7,100.0,Type_B,3.37,4.0,0.6299999999999999
ID03901,Male,23,Economics,7.7,2.5,6,100.0,Type_A,2.24,2.52,0.2799999999999998
ID03902,Male,18,Business,5.1,1.4,9,80.8,Type_B,3.2,3.34,0.13999999999999968
ID03903,Female,21,Economics,8.4,4.4,12,89.6,Type_A,2.41,2.82,0.4099999999999997
ID03904,Male,20,Economics,9.0,4.2,6,84.8,Type_A,2.62,2.69,0.06999999999999984
ID03905,Female,20,Computer Science,5.3,3.1,16,100.0,Type_B,3.47,3.24,-0.22999999999999998
ID03906,Male,22,Engineering,7.0,5.1,3,73.1,Type_C,3.0,3.17,0.16999999999999993
ID03907,Male,18,Economics,9.0,2.6,6,87.2,Type_A,3.45,3.73,0.2799999999999998
ID03908,Male,18,Engineering,4.6,3.4,9,78.6,Type_B,2.99,2.96,-0.03000000000000025
ID03909,Female,21,Economics,7.9,5.3,6,63.5,Type_C,3.65,3.94,0.29000000000000004
ID03910,Male,24,Engineering,5.1,3.2,5,100.0,Type_B,2.98,3.15,0.16999999999999993
ID03911,Male,20,Business,6.5,4.2,7,67.3,Type_C,2.12,2.2,0.08000000000000007
ID03912,Male,24,Computer Science,6.7,3.2,8,88.3,Type_A,3.21,3.7,0.4900000000000002
ID03913,Male,18,Economics,5.2,1.9,4,58.9,Type_C,2.02,1.72,-0.30000000000000004
ID03914,Female,24,Psychology,5.6,6.2,7,79.0,Type_B,2.37,2.24,-0.1299999999999999
ID03915,Female,23,Engineering,6.9,5.9,6,91.3,Type_A,2.66,3.05,0.3899999999999997
ID03916,Male,22,Engineering,9.1,5.8,10,72.6,Type_C,2.6,2.74,0.14000000000000012
ID03917,Female,20,Psychology,7.7,3.6,8,93.8,Type_A,2.83,2.96,0.1299999999999999
ID03918,Male,21,Computer Science,4.5,6.5,4,81.0,Type_B,2.58,3.1,0.52
ID03919,Female,22,Engineering,7.7,6.6,9,100.0,Type_A,2.4,2.88,0.48
ID03920,Female,19,Computer Science,7.1,8.2,9,100.0,Type_B,3.87,4.0,0.1299999999999999
ID03921,Female,23,Engineering,6.1,3.6,6,76.2,Type_C,2.76,2.77,0.010000000000000231
ID03922,Male,21,Mathematics,6.3,4.4,7,86.2,Type_B,1.98,2.35,0.3700000000000001
ID03923,Female,22,Engineering,7.7,1.9,6,87.8,Type_A,2.92,3.11,0.18999999999999995
ID03924,Male,18,Mathematics,4.6,8.8,6,94.3,Type_B,2.54,3.01,0.46999999999999975
ID03925,Female,19,Economics,6.0,3.2,7,85.2,Type_B,2.66,3.13,0.46999999999999975
ID03926,Male,21,Computer Science,5.3,1.6,6,87.9,Type_B,3.46,3.52,0.06000000000000005
ID03927,Female,18,Engineering,5.8,8.3,13,81.3,Type_B,2.88,3.53,0.6499999999999999
ID03928,Female,23,Business,7.5,3.5,15,86.7,Type_B,2.52,2.92,0.3999999999999999
ID03929,Female,19,Business,7.1,10.7,9,100.0,Type_B,3.32,4.0,0.6800000000000002
ID03930,Male,20,Psychology,8.0,4.0,15,94.7,Type_B,3.67,3.9,0.22999999999999998
ID03931,Female,18,Business,4.0,2.4,11,95.5,Type_B,3.37,3.54,0.16999999999999993
ID03932,Male,22,Mathematics,6.6,6.3,7,95.8,Type_B,1.87,2.36,0.48999999999999977
ID03933,Female,24,Business,6.8,3.4,5,82.7,Type_A,2.54,2.69,0.1499999999999999
ID03934,Male,21,Business,4.5,5.7,10,89.8,Type_B,3.12,3.45,0.33000000000000007
ID03935,Male,19,Business,6.0,2.5,8,68.7,Type_C,2.98,3.1,0.1200000000000001
ID03936,Male,18,Engineering,7.0,5.3,12,100.0,Type_B,2.94,3.18,0.2400000000000002
ID03937,Male,20,Psychology,7.5,3.1,4,43.3,Type_C,2.61,2.37,-0.23999999999999977
ID03938,Male,24,Computer Science,7.5,6.1,9,83.7,Type_B,2.4,3.05,0.6499999999999999
ID03939,Male,21,Psychology,4.0,3.7,11,100.0,Type_B,4.0,4.0,0.0
ID03940,Male,21,Mathematics,6.1,4.4,3,64.5,Type_C,3.11,3.1,-0.009999999999999787
ID03941,Female,18,Engineering,4.7,3.4,8,91.0,Type_B,3.42,3.67,0.25
ID03942,Female,20,Economics,7.0,3.8,8,74.8,Type_C,3.1,3.16,0.06000000000000005
ID03943,Male,23,Engineering,6.4,6.0,12,79.5,Type_B,3.12,3.11,-0.010000000000000231
ID03944,Male,24,Business,6.1,1.9,11,99.2,Type_B,3.07,3.2,0.13000000000000034
ID03945,Male,23,Business,10.0,4.7,5,88.0,Type_A,2.54,2.89,0.3500000000000001
ID03946,Male,19,Mathematics,5.4,13.9,6,54.5,Type_C,2.34,2.52,0.18000000000000016
ID03947,Female,18,Economics,7.0,7.7,9,70.4,Type_C,3.29,3.46,0.16999999999999993
ID03948,Female,24,Engineering,7.7,3.6,6,99.6,Type_A,3.19,3.71,0.52
ID03949,Male,19,Economics,7.5,4.2,13,91.7,Type_B,3.57,3.99,0.4200000000000004
ID03950,Male,23,Computer Science,7.9,2.9,8,100.0,Type_A,3.47,3.66,0.18999999999999995
ID03951,Male,24,Psychology,7.5,5.5,11,100.0,Type_B,2.7,3.11,0.4099999999999997
ID03952,Female,21,Engineering,6.5,1.6,5,79.9,Type_A,3.67,3.68,0.010000000000000231
ID03953,Female,19,Economics,7.0,3.1,8,100.0,Type_A,3.48,3.85,0.3700000000000001
ID03954,Male,20,Computer Science,6.0,2.4,3,85.4,Type_A,3.45,3.62,0.16999999999999993
ID03955,Male,22,Computer Science,5.9,3.0,11,70.6,Type_C,4.0,3.96,-0.040000000000000036
ID03956,Female,23,Psychology,5.0,4.5,6,75.5,Type_B,4.0,3.91,-0.08999999999999986
ID03957,Female,23,Computer Science,8.2,0.6,12,51.1,Type_C,3.44,2.9,-0.54
ID03958,Male,20,Mathematics,8.7,3.3,5,100.0,Type_A,3.38,3.66,0.28000000000000025
ID03959,Male,24,Computer Science,6.1,2.9,8,100.0,Type_B,3.64,3.97,0.33000000000000007
ID03960,Male,24,Economics,6.9,6.8,5,69.8,Type_C,2.81,3.09,0.2799999999999998
ID03961,Female,24,Mathematics,9.4,2.1,10,81.6,Type_A,2.82,2.93,0.11000000000000032
ID03962,Male,19,Computer Science,8.7,4.6,9,86.4,Type_A,3.44,3.82,0.3799999999999999
ID03963,Male,18,Business,8.3,3.6,8,70.6,Type_C,2.67,2.41,-0.2599999999999998
ID03964,Female,21,Computer Science,7.4,7.1,13,58.7,Type_C,3.4,3.18,-0.21999999999999975
ID03965,Male,22,Mathematics,6.1,6.5,12,81.8,Type_B,3.18,3.84,0.6599999999999997
ID03966,Female,18,Computer Science,6.2,9.7,12,80.2,Type_B,2.67,3.14,0.4700000000000002
ID03967,Male,18,Computer Science,7.4,7.2,6,79.2,Type_A,3.11,3.38,0.27
ID03968,Male,20,Computer Science,7.7,4.8,10,88.3,Type_A,3.75,4.0,0.25
ID03969,Female,19,Mathematics,5.5,6.3,8,100.0,Type_B,3.14,3.65,0.5099999999999998
ID03970,Male,23,Computer Science,8.9,3.4,9,80.5,Type_A,3.14,3.53,0.3899999999999997
ID03971,Female,23,Psychology,9.1,4.3,5,87.6,Type_A,3.26,3.72,0.4600000000000004
ID03972,Male,20,Economics,8.2,4.4,5,95.9,Type_A,3.33,3.54,0.20999999999999996
ID03973,Male,19,Psychology,9.3,2.2,4,93.3,Type_A,2.93,3.02,0.08999999999999986
ID03974,Female,20,Mathematics,8.0,7.0,6,75.8,Type_C,3.28,3.33,0.050000000000000266
ID03975,Male,23,Business,7.4,8.5,7,86.4,Type_B,2.58,3.04,0.45999999999999996
ID03976,Female,18,Psychology,7.1,3.6,6,93.2,Type_A,2.7,3.09,0.3899999999999997
ID03977,Male,21,Economics,6.5,3.8,14,68.1,Type_C,2.76,2.73,-0.029999999999999805
ID03978,Male,24,Engineering,7.0,2.6,7,100.0,Type_A,3.33,3.55,0.21999999999999975
ID03979,Male,19,Economics,5.4,1.8,7,100.0,Type_B,3.18,3.38,0.19999999999999973
ID03980,Male,22,Psychology,6.9,5.9,8,74.2,Type_C,3.03,3.02,-0.009999999999999787
ID03981,Female,22,Engineering,5.2,1.9,10,87.9,Type_B,3.45,3.42,-0.03000000000000025
ID03982,Female,18,Mathematics,5.8,1.8,13,94.6,Type_B,3.29,3.55,0.2599999999999998
ID03983,Male,20,Economics,8.8,5.7,6,76.8,Type_A,2.96,3.11,0.1499999999999999
ID03984,Male,20,Business,8.8,4.4,11,92.2,Type_A,2.58,2.8,0.21999999999999975
ID03985,Female,23,Engineering,5.7,5.9,7,87.4,Type_B,2.69,3.07,0.3799999999999999
ID03986,Female,18,Engineering,8.3,2.4,6,63.0,Type_C,2.37,2.14,-0.22999999999999998
ID03987,Male,23,Economics,6.1,10.3,10,91.9,Type_B,3.17,3.78,0.6099999999999999
ID03988,Male,23,Psychology,6.0,2.2,6,68.5,Type_C,2.67,2.44,-0.22999999999999998
